Date,Adj Close,Close,High,Low,Open,Volume,ma_close_5,ma_volume_5,ma_close_10,ma_volume_10,log_return
2010-01-04,28.57924461364746,50.2400016784668,50.2400016784668,49.209999084472656,49.45000076293945,1825303.0,28.836934661865236,2866634.8,28.838071823120117,3177878.8,-0.006490020630803436
2010-01-05,28.394365310668945,49.915000915527344,50.779998779296875,49.5,50.04999923706055,2649565.0,28.836934661865236,2866634.8,28.838071823120117,3177878.8,-0.006490020630803436
2010-01-06,28.397207260131836,49.91999816894531,50.380001068115234,49.584999084472656,50.29999923706055,3437614.0,28.836934661865236,2866634.8,28.838071823120117,3177878.8,0.00010008349255418422
2010-01-07,29.18791961669922,51.310001373291016,51.369998931884766,49.5,49.599998474121094,2757126.0,28.836934661865236,2866634.8,28.838071823120117,3177878.8,0.02746410749402365
2010-01-08,29.62593650817871,52.08000183105469,52.5099983215332,51.27000045776367,51.54999923706055,3663566.0,28.836934661865236,2866634.8,28.838071823120117,3177878.8,0.014895299131023792
2010-01-11,29.694194793701172,52.20000076293945,53.119998931884766,51.959999084472656,52.63999938964844,1902940.0,29.059924697875978,2882162.2,28.838071823120117,3177878.8,0.0023013541659596686
2010-01-12,29.392702102661133,51.66999816894531,52.459999084472656,51.369998931884766,52.34000015258789,2160023.0,29.259592056274414,2784253.8,28.838071823120117,3177878.8,-0.01020514948164962
2010-01-13,28.550798416137695,50.189998626708984,50.20000076293945,48.599998474121094,49.0,6562026.0,29.290310287475585,3409136.2,28.838071823120117,3177878.8,-0.029061514480410007
2010-01-14,28.67026138305664,50.400001525878906,50.77000045776367,49.65999984741211,50.68000030517578,2302255.0,29.18677864074707,3318162.0,28.838071823120117,3177878.8,0.0041754955572478845
2010-01-15,27.88808822631836,49.025001525878906,50.630001068115234,48.65999984741211,50.38999938964844,4518370.0,28.839208984375,3489122.8,28.838071823120117,3177878.8,-0.027660744440232546
2010-01-18,27.592281341552734,48.505001068115234,49.2599983215332,48.5,48.95500183105469,2085630.0,28.418826293945312,3525660.8,28.739375495910643,3203911.5,-0.010663580294399977
2010-01-19,27.373273849487305,48.119998931884766,48.5,46.7599983215332,48.255001068115234,3466031.0,28.014940643310545,3786862.4,28.63726634979248,3285558.1,-0.007968941650501752
2010-01-20,26.73615837097168,47.0,48.08000183105469,46.63999938964844,47.63499069213867,3077895.0,27.652012634277344,3090036.2,28.471161460876466,3249586.2,-0.023550235076272675
