Date,"('BNP.PA', 'Log Return')","('BNP.PA', 'Volume')","('GLE.PA', 'Log Return')","('GLE.PA', 'Volume')","('ACA.PA', 'Log Return')","('ACA.PA', 'Volume')","('HSBA.L', 'Log Return')","('HSBA.L', 'Volume')","('BARC.L', 'Log Return')","('BARC.L', 'Volume')","('DBK.DE', 'Log Return')","('DBK.DE', 'Volume')","('UBSG.SW', 'Log Return')","('UBSG.SW', 'Volume')","('INGA.AS', 'Log Return')","('INGA.AS', 'Volume')","('ISP.MI', 'Log Return')","('ISP.MI', 'Volume')","('SAN.MC', 'Log Return')","('SAN.MC', 'Volume')","('BBVA.MC', 'Log Return')","('BBVA.MC', 'Volume')"
2013-01-22,-0.0033424633516155075,3001194.0,-0.013490696044048685,4247269.0,-0.005314045319582839,8862299.0,-0.003600871886311929,14927215.0,-0.004549878547238072,47987726.0,-0.019426117839814246,9524530.0,-0.008772054247615874,9710022.0,-0.0041139651462377405,12421243.0,-0.0026595629134881253,149692091.0,-0.004188958932128217,59995811.0,-0.008997387132026812,52342434.0
2013-01-23,-0.025819258949956094,3860879.0,-0.035240718315219334,5093939.0,-0.025225885507182483,12756786.0,0.0030258605998070417,22533464.0,-0.00016868580258807013,52278539.0,-0.015139065828287007,6617839.0,-0.00252025301391297,7416401.0,-0.03573743880377534,20108022.0,-0.02630841848195085,188970192.0,-0.00031105095862542665,93310061.0,-0.011035313257353383,44223530.0
2013-01-24,0.020621553101413816,3120269.0,0.023832438374561133,3869498.0,0.01222022783424956,8568797.0,0.014000145369525901,17897720.0,0.013422845957170125,42692044.0,0.025932108735951764,8046409.0,0.02492324713718677,15198017.0,0.010828808010992655,19861853.0,0.024308978122596265,167598576.0,0.0091339054593595,52497188.0,0.011809655474239983,27830182.0
2013-01-25,0.013158184014590488,3538570.0,0.018102168160305875,3487771.0,0.02241886953730901,12134418.0,0.0076315813771542385,20057522.0,0.00233049388865701,41246800.0,0.008906025138594037,6861963.0,-0.009894903125568857,12304128.0,0.0035382635587836112,17840741.0,-0.008710269545571052,224153581.0,0.007675736054802975,41651899.0,0.007711186878549661,23206140.0
2013-01-28,0.02120274270358822,3392320.0,0.009884267322075903,4146178.0,0.023990860009107974,10318288.0,0.009528114406449859,19845494.0,0.01698197475629152,40041415.0,0.009232876558740373,5030585.0,0.013580452786908982,8023243.0,0.017373029297277166,16169727.0,0.025906454093570404,201746393.0,-0.003983991188583839,42749633.0,-0.0034628193620663806,28246457.0
2013-01-29,-0.008850364177482967,3596990.0,-0.014044063012288457,4456111.0,-0.0271629307663992,14022645.0,0.004174560671878819,16075280.0,-0.016316724210031285,54885618.0,-0.0021648454627681145,5626501.0,-0.004301161939307549,8967761.0,-0.0042812460508509405,11981337.0,-0.0006557594232305509,199790664.0,-0.0026135490279307273,40481417.0,-0.010330634687364677,34591459.0
2013-01-30,-0.022258952798158746,4236583.0,-0.016966187006011126,3820786.0,-0.02140840619337482,10963101.0,0.005539570772222955,19559170.0,0.0036487886763517502,38702063.0,0.0063458248926438485,10272948.0,-0.0249387878956846,12928558.0,0.0001341771851203216,14362294.0,-0.016540425124768707,157358822.0,-0.014888684937873677,33170179.0,-0.022711749319048773,48903512.0
2013-01-31,0.0001083234034579141,3898523.0,0.007693000107287619,4590100.0,-0.015537974024546696,18435108.0,-0.010272146220832307,31718102.0,-0.0033163292890106655,69032555.0,0.028133521435521593,18735891.0,-0.003795113712082171,12173385.0,-0.0013419929338980968,19175511.0,0.0019994403593547195,193150675.0,-0.035141739727973,78655329.0,-0.02773476989802497,36910353.0
2013-02-01,0.01172470320104109,4388677.0,0.013877684164344048,4867928.0,0.03309999788527526,21311770.0,0.004037833437618253,24487936.0,-0.0033282038222582646,54354333.0,0.00820991011620979,11448143.0,0.0063171475679739365,11612436.0,-0.022262057361751065,27774105.0,-0.029732088760413253,204244832.0,-0.023580530112800858,201472340.0,-0.00177612282343183,60820018.0
2013-02-04,-0.045059224697659495,5484208.0,-0.04904958879647811,6072738.0,-0.0557445190654829,16831187.0,-0.018938335477387987,20410168.0,-0.0287424069184409,71312968.0,-0.03419241155611921,9959967.0,-0.016508369205721143,11511476.0,-0.03691184922550015,24672346.0,-0.05498203276300739,187800729.0,-0.05868961641781608,97514993.0,-0.048332261118413135,46602623.0
2013-02-05,0.018400021802524244,3976399.0,0.016363400375840883,3907931.0,0.015337722154863054,11246372.0,0.0046626482180573605,17940292.0,0.012782284608307784,38826876.0,0.014267817088366606,8422974.0,0.0006399423588464706,15639432.0,-0.004281921405952262,26208361.0,0.020796674593232912,170944515.0,0.0292634719118158,76520909.0,0.02312641137969563,35554202.0
2013-02-06,-0.025810772847545304,4596368.0,-0.0360103004204227,6421864.0,-0.03778824892731533,21459248.0,0.0052017415868465455,12402040.0,0.0006772160723038617,28423969.0,-0.015073870953203302,9279662.0,0.006377387053250301,13213705.0,-0.02081328306342149,31771040.0,-0.016458294090672305,221677350.0,-0.0049612887398982645,75094921.0,-0.00070117273186385,34581229.0
2013-02-07,-0.018196948831588424,3735901.0,-0.014227684288318885,3955642.0,-0.012289811603940737,10862937.0,-0.01796981739510719,21911000.0,-0.01003480581508932,58948545.0,-0.018996605540826297,8796851.0,-0.021851464624963006,10740752.0,-0.0061529471111242,17649060.0,-0.013803317996205908,131961816.0,-0.006192657448899217,53832902.0,-0.005629582481863903,38334632.0
2013-02-08,0.023367662221807816,3663641.0,0.028412260794600235,4060890.0,0.0669543600316818,22838128.0,0.023005929629973006,18577172.0,0.020640597243791085,38351693.0,0.00872896785916754,8008604.0,-0.001951242149964801,10651045.0,0.003227773112676369,16187519.0,0.02313919214352174,116740123.0,0.03476421223009327,56192924.0,0.04349979895524484,46187143.0
2013-02-11,0.0034695772574237687,2576821.0,-0.012440030727862593,3211505.0,0.00866984457841487,10184358.0,0.002229783265401433,12465537.0,0.00966451614872507,47179087.0,-0.007770473247913902,6006354.0,-0.009813632783396843,8981732.0,0.006715331719746344,13633069.0,-0.015124405869961924,87273606.0,-0.016129829792440403,74910360.0,-0.007732608788020381,22628303.0
2013-02-12,0.028310873552625664,4091394.0,0.03457208810830226,4706391.0,0.02950363758737821,11950775.0,0.014649189798400944,16412080.0,0.08226012836404449,152118884.0,0.010482658951089373,8344482.0,0.026599010146227783,11400140.0,0.008547817270742494,16878579.0,0.0229564172217795,114288221.0,0.017295332076395158,48359731.0,0.031765574724514925,36180729.0
2013-02-13,-0.004136044591408101,3818510.0,-0.036316633886720975,8376761.0,-0.013713359080866403,9388886.0,0.002740302219871565,23767149.0,-0.004132317110579186,83530172.0,-0.004615013289746937,5961484.0,-0.007712208240596537,9053598.0,-0.04123112682606987,29579400.0,-0.0021298745336013804,104679554.0,0.0033241643822391424,59575407.0,0.015187513103523825,58975617.0
2013-02-14,0.01954819405027967,7947608.0,-0.035380527075119135,9153424.0,-0.018897311777319174,10726584.0,-0.009209184700399213,19940237.0,-0.021706419550351817,57600502.0,-0.011769849095410756,5840156.0,-0.0012911377495764232,7650604.0,0.004350262327926939,18467494.0,-0.016482047526077143,136665488.0,-0.008163379748439371,50442219.0,-0.013078903854846682,42521489.0
2013-02-15,-0.016064089960525732,4966090.0,-0.013743192791916296,5177802.0,-0.02771109711986108,9121066.0,0.0030333771637358854,16139578.0,0.007028584498924288,73272959.0,-0.009405278639798623,5974114.0,-0.016281621981928035,15853494.0,-0.017972314804124825,15575458.0,-0.007251796805351825,108550292.0,-0.014151407793176241,66887799.0,-0.009257995043065707,38735346.0
2013-02-18,-0.013678896970272513,3166507.0,0.016698722318577885,3723516.0,0.00858728388087138,6162369.0,-0.0005508686620912662,6016122.0,-0.003273735395202794,42456883.0,0.0034681827674074425,3523611.0,0.0,4182103.0,0.008648914429738423,9879504.0,-0.007304429721052756,73838253.0,-0.006468022623530477,42964180.0,-0.003994000323864859,22857620.0
2013-02-19,0.005384528246476726,2878682.0,0.021412253936414122,4828595.0,0.009880820061300885,7553748.0,0.0038493191432387914,17248928.0,0.014879200614134282,41513930.0,0.014299736434856812,5277738.0,0.003277521086916973,7477973.0,0.012312665206852902,16665292.0,0.021038407297911604,113353284.0,0.018944772479554155,52916114.0,0.020335961329505513,48826336.0
2013-02-20,-0.02440498309385913,3699626.0,-0.01568984347760315,4571762.0,0.03818018239481481,27678018.0,0.005610170535866915,18343930.0,-0.004832998160539344,47173666.0,-0.011395921751152883,4194617.0,0.001961448310977457,6729041.0,-0.03168624514624148,17984799.0,-0.012279270205250036,109871098.0,-0.018261895021897782,49575077.0,-0.0066890671846924045,24948923.0
2013-02-21,-0.04654673005396393,5926415.0,-0.046380325269852876,5995119.0,-0.0453064917541658,18307504.0,-0.022771050930111017,18400200.0,-0.04311007467136188,64481765.0,-0.03971779909391483,10351543.0,-0.021790279492675427,15240992.0,-0.04973789566898256,31287562.0,-0.04154888341025871,172794641.0,-0.02593070458409387,81374550.0,-0.021414559912356832,35657011.0
2013-02-22,0.02624087838271391,4350851.0,0.018274524657629833,4729682.0,0.0008248511121455591,13943186.0,0.006955235634603571,14522329.0,0.0017933955475922872,42653370.0,0.019069913436334723,6834954.0,0.0,7445733.0,0.020193006342120356,21777576.0,0.01876222649475231,123956566.0,0.023538779499360514,47470584.0,0.01745877038004297,25205394.0
2013-02-25,0.001374276025055615,6306810.0,0.0001678469534985899,8477421.0,0.02684528273977278,16066037.0,0.011713829709148742,22668946.0,0.015032793340536987,107337127.0,0.020095424231299744,11063341.0,-0.003343167017330825,11496112.0,0.005695340059175503,29602972.0,0.008145264514875898,281717275.0,0.008516178598298596,91555574.0,-0.0003962308519596779,50080400.0
2013-02-26,-0.04733791321437262,9597217.0,-0.056025106870269514,11330651.0,-0.06038209546071085,25385461.0,-0.0234262245757204,23110996.0,-0.048148295014944865,114401831.0,-0.04999976215746455,11948080.0,-0.01620559791057749,19786922.0,-0.05396232038147057,40879999.0,-0.09508897927517504,375182275.0,-0.048119995154857285,128734705.0,-0.04169798685339456,83546491.0
2013-02-27,0.03501706892194714,6243792.0,0.03399022814801681,5134397.0,0.008208618783174713,15672819.0,0.016690300981786862,21977532.0,0.016031967815532275,57435183.0,0.015278610875213254,7626760.0,0.010832722692786314,9977499.0,0.008951231664917491,33889878.0,0.018481797893265223,127020626.0,0.02738431951190856,61618628.0,0.01694255521327509,29051408.0
2013-02-28,-0.0011594902515105925,4455634.0,0.008022545242868802,4639889.0,0.014690787964564887,12160646.0,0.008788778084703042,34032672.0,0.0170835338588753,52013899.0,0.003854748054550796,6921640.0,-0.0013477928576855365,11293295.0,0.016041868207916893,22160259.0,-0.010404250021583062,149501713.0,0.006214875420606388,67653264.0,0.006750942518124911,33444562.0
2013-03-01,-0.017198449481563412,5418369.0,-0.026181372144134202,5713750.0,-0.024606125134790116,13092653.0,-0.004522163010791184,22549796.0,-0.011631191502326856,56712971.0,-0.04428360260296617,13207974.0,-0.008124404635076047,21917192.0,-0.024160750933136754,32033778.0,-0.001610485125851222,164870606.0,-0.013339503943466132,59028192.0,-0.016827174626426456,32958772.0
2013-03-04,0.003063629617729851,3162771.0,0.0005237883812127532,3172095.0,0.0017067183870504697,7587310.0,-0.0251734663775451,40370656.0,-0.010101851430344488,31692996.0,-0.012590017529239435,5886133.0,-0.023384924017079173,14129402.0,-0.007179295114251172,17121198.0,-0.03276260978182222,130568038.0,0.004002991684318322,51739477.0,0.0023238208994841385,23143962.0
2013-03-05,0.028644687341038564,5156454.0,0.04000499199422108,5304739.0,0.029681755919849073,9637473.0,0.006038110671180572,27294094.0,0.023197669857037605,38000943.0,0.0327898598361757,8030587.0,0.026778109179198394,17051252.0,0.03797598627760173,20645060.0,0.0439808072446425,144909097.0,0.018926992409326465,59622003.0,0.017057470714173385,32098953.0
2013-03-06,-0.016483606449756546,3810954.0,-0.006557363260585842,3925797.0,-0.0034547653020538167,6899442.0,-0.000980313580010332,30151804.0,-0.017388759764454465,36076849.0,-0.00791337091080972,6543395.0,0.0027062208638124687,13260758.0,0.0179065012414889,27080341.0,0.005562210056996292,165073059.0,-0.014594088900545189,97593563.0,-0.007951255909546404,38633525.0
2013-03-07,-0.00384300805318522,3478058.0,-0.006091321216814261,4709290.0,-0.006806152087031141,5649939.0,0.006425252361736517,20944784.0,0.02403428695257242,54455503.0,-0.0007358362947985981,5509486.0,0.004045904884496213,9504855.0,0.00047505228312671506,23173169.0,-0.015169922393965366,119143592.0,0.0031083898569809177,67488146.0,0.0012171744655289738,24621524.0
2013-03-08,0.04013591214679962,5465620.0,0.04594120723193235,6050018.0,0.011363737740847564,9673000.0,0.02583978389187644,25525250.0,0.028978399866203722,56791829.0,0.017947443219957844,8073962.0,0.01734539391513802,17781436.0,0.03348449069033319,25223848.0,0.016753354418243768,116660897.0,0.031398477084981447,182583887.0,0.039480609334977615,43205480.0
2013-03-11,-0.004831178717341556,2553034.0,0.002590272540465579,3685863.0,-0.008858182288829397,6740171.0,-0.0031253187094261218,19648056.0,-0.022537202062684322,41901899.0,-0.011197625347391103,5668548.0,-0.001986019727372883,11754856.0,-0.009232383516999551,12803887.0,-0.007145642081274685,81727002.0,-0.013795660098973508,55810189.0,-0.00468800389655794,21668266.0
2013-03-12,-0.005307491270266984,2756053.0,-0.009911566996327491,3513492.0,-0.0027841710948231986,5468430.0,-0.007240392793867721,21394093.0,0.005283222608422874,34764993.0,-0.0008776759641767163,6253726.0,0.003307979026672946,10862623.0,0.0055495981833707,17848096.0,0.003976174776492235,149274085.0,-0.006117117942443604,45731503.0,-0.007598158326047767,22944417.0
2013-03-13,-0.010013772790147629,3358928.0,-0.018624344447733414,4271198.0,0.0018105864481846132,7965340.0,-0.0038459860413548436,15911246.0,0.004937613651702184,30496273.0,-0.012075088024182208,6900051.0,-0.0033079790266729503,10447269.0,-0.017837060183961067,15106932.0,-0.023284992171653373,154314680.0,-0.007871376041800432,62860465.0,-0.0005262973961946548,25859491.0
2013-03-14,0.012275682485646014,4649118.0,0.014697716606638838,3735659.0,0.007486414120645292,7081702.0,0.018274326988965764,22230812.0,0.010116571466510755,45609226.0,0.016602190735632964,6046684.0,0.020984281912882864,11048368.0,0.02090694417457458,16488783.0,0.01691529780717885,120416971.0,0.025274982148434707,72084104.0,0.02340780888460309,47476975.0
2013-03-15,-0.006119047175370238,6097027.0,-0.017362963245274324,6375426.0,-0.0079040087291813,8617186.0,-0.027260215620590684,64550808.0,0.006740689747689593,137331175.0,-0.006285326692338816,11689624.0,0.005823342543092918,25388128.0,-0.0168460654977187,23250183.0,-0.01691529780717879,167817149.0,-0.00016788220926227459,208833107.0,0.0012848150434287204,193545424.0
2013-03-18,-0.02859324832507975,5978402.0,-0.03393020452035153,8398555.0,-0.03211246494196226,15050656.0,0.00013887414475280662,23103224.0,-0.045055549105996996,78522859.0,-0.018946642726274363,7731408.0,-0.020202673251870994,13505500.0,-0.03521388952115458,27128702.0,-0.025505213407841804,190931755.0,-0.023562375936731283,84354605.0,-0.026141080673821322,76007908.0
2013-03-19,-0.04289508696313142,6753241.0,-0.03995961245116628,7343869.0,-0.058309352395052735,20330861.0,-0.005290411759447838,18346002.0,-0.028007919205276847,58319666.0,-0.044458572191315875,10201082.0,-0.029394229610346878,12592825.0,-0.02187099629119066,27848841.0,-0.02874242461442015,157134340.0,-0.037041393235725736,85706423.0,-0.049014359429333895,66173808.0
2013-03-20,0.03089357209221389,6615129.0,0.012493492749515472,6397849.0,0.020215149155271814,10637922.0,0.01014272153361305,25824774.0,-0.0077609647302806775,65350633.0,0.013500261468483606,8924762.0,0.002031855841943982,9154936.0,0.012137130100625329,23457477.0,0.03372994160905288,180340635.0,0.01764358115060677,105512512.0,0.02338908632742141,35180851.0
2013-03-21,-0.005221696372254019,3621540.0,-0.0017755482342753856,4914972.0,-0.008247743163493793,7741200.0,-0.011583673018084916,26416430.0,-0.0020343506028780243,41694941.0,0.007982656565305916,8976700.0,-0.012253318392561345,10143590.0,-0.00769203232140838,17221058.0,0.005787646742901116,158894276.0,-0.013380538217251136,68362181.0,-0.004471492429460342,55504188.0
2013-03-22,-0.020314484644399073,5023927.0,-0.025554512798549155,6895145.0,-0.01181494585375622,8249020.0,-0.005699616034789711,59308128.0,-0.008864952052546938,64212379.0,-0.009370880088711928,6746244.0,0.00273594136896688,8916636.0,-0.03681177636658126,34045428.0,0.008209996097139025,148150791.0,-0.008365043866123389,81554244.0,-0.009139575178894748,63321104.0
2013-03-25,-0.030828775860615058,8242131.0,-0.06203841120413401,13665993.0,-0.060129483899870925,21640255.0,-0.0068825491495631014,21301243.0,-0.034491776946498215,81942046.0,-0.03231159394781102,10455576.0,0.0034095892896745263,13420551.0,-0.020839588559828013,36974488.0,-0.06415700458894634,269305503.0,-0.0328853945625134,96615239.0,-0.03670769809944806,72154798.0
2013-03-26,0.01096060200859473,6334417.0,-0.0017470448830104906,9768821.0,-0.005191587800510435,14820332.0,0.005023192640288211,23776642.0,0.01791702973927297,59762358.0,-0.0025536705709846485,8152976.0,0.0074599312259563556,8771441.0,-0.00663486242892303,30145408.0,-0.020255833685395713,285983370.0,-0.02354805690958468,113603821.0,-0.03368589394526542,55287251.0
2013-03-27,-0.01736780463003465,8796747.0,-0.010154107653207197,9279698.0,0.02060592310977717,24278269.0,-0.001289588131917549,22635432.0,0.0024343380545827297,54247372.0,-0.025904144705367466,13731693.0,-0.015662393644102483,10839377.0,-0.01660551417980754,29963310.0,0.00885740926016425,255122708.0,-0.010837579055782356,137710387.0,-0.0044214275243578795,81176814.0
2013-03-28,0.009283746036234455,4790046.0,0.006065657015391831,7320847.0,0.023619652146803595,16322266.0,0.006999863901429455,21577380.0,0.011225287005968526,38874050.0,-0.002298792924184915,8092374.0,-0.0013736072777028585,8431565.0,-0.013810589149948153,31084052.0,0.007029769300386678,199755118.0,0.002100816821886045,70531164.0,-0.0011821518332156126,49623911.0
2013-04-02,0.021862005379741846,5077551.0,0.034889474316981556,5952746.0,0.015748477349176938,10531821.0,0.01230829491467453,18683629.0,0.021575389532379807,45613225.0,0.03250873553132874,8996769.0,0.012973866674305185,12603296.0,0.04984735601210821,30404360.0,0.019939929332409147,124006537.0,0.02747098014409776,124664240.0,0.02280522932911708,210013218.0
2013-04-03,-0.020489433291428327,4054540.0,-0.031189615597574886,4630256.0,-0.026072232504624326,9012229.0,-0.013733016346565022,15248391.0,-0.027949941602899396,31674301.0,-0.021066988822455928,6886018.0,-0.011600259396602459,7089075.0,-0.046061675369935606,23671539.0,-0.02785196863915945,129649071.0,-0.02976289181161708,110372122.0,-0.026805201425234012,38342200.0
2013-04-04,-0.006631252850981563,5128772.0,-0.011926874074186926,6272183.0,0.0007856262915579828,11719292.0,-0.01074852006691475,13801859.0,-0.015325492061535422,88827689.0,-0.008814947571638735,7909271.0,-0.01451801010529983,8544043.0,0.029080135940050707,46853345.0,-0.006197472959427636,185784357.0,-0.006907336643777061,139263643.0,-0.0087977228690186,46272048.0
2013-04-05,-0.014287079445398556,5417445.0,-0.0009841247824357966,5494458.0,-0.015675845898370528,9660536.0,-0.01817598258592368,21366144.0,-0.017348878727631377,51036611.0,-0.007570689419227961,7717099.0,-0.011204761720974133,10476300.0,-0.013371420557957453,30927138.0,0.021090410329563124,180404519.0,-0.0023132025951940827,87028738.0,-0.00721447722916191,44921597.0
2013-04-08,-0.002677544960521172,3129826.0,-0.011883758865947303,3911100.0,-0.023902933299725135,8274276.0,-0.0026446237300016707,18740296.0,-0.010050406970608888,44076356.0,-0.0024813662063569103,4346045.0,-0.005649545814932005,7590527.0,-0.006753322427045134,16926774.0,0.013817177201312878,136115261.0,0.0025058770123917366,115212307.0,-0.00015396294213688194,48026158.0
2013-04-09,0.005221268843878772,3733712.0,0.006553631514230443,5253335.0,0.016373845104757975,7244328.0,0.006160028865265959,17927568.0,0.03125293210150012,56283212.0,0.030340055445922286,8243740.0,0.014064944822335619,7655842.0,0.01644799607359017,19771051.0,0.03538693469866679,186409259.0,0.010150057718071832,86236912.0,0.026239646010739186,64677693.0
2013-04-10,0.05197253833842945,6544709.0,0.05936630480826888,8459926.0,0.059763379085531906,13487274.0,0.010328191552129646,22182298.0,0.041940013468573546,55022056.0,0.04154162671418271,9003310.0,0.038360642741213105,10006053.0,0.054445166555195615,31595418.0,0.04373173077575252,182172172.0,0.049806151910127626,174473565.0,0.04192327838393257,61346122.0
2013-04-11,0.012224462822430202,5388852.0,0.014260648788539752,7312704.0,0.013689574680288332,9807211.0,0.0014462709681820581,17685744.0,0.01876642482125387,52524875.0,0.0007702174068131129,6387166.0,0.01798260624862045,10712188.0,0.008106651166053625,26751049.0,0.0015834320242783845,163457225.0,0.003980479601079801,79764140.0,0.0037252660092054104,33428184.0
2013-04-12,-0.03023196998637224,6182611.0,-0.029485144757828183,6468370.0,-0.028491026014333974,9339480.0,-0.005651726350738332,17172160.0,-0.015252179013205814,28841730.0,-0.03670408551008503,7982060.0,-0.016639441373482583,10782303.0,-0.025871237675496577,24271310.0,-0.01836383954409495,130906546.0,-0.026136762725632815,93068584.0,-0.02402758630144651,38497995.0
2013-04-15,-0.009746590022082323,3958824.0,-0.01142864859663054,5217440.0,-0.018619659214760626,8036580.0,-0.009785079930674895,18062273.0,-0.00855667390637783,29651697.0,-0.004483740633930183,4508493.0,0.001341567215384212,8682442.0,-0.005935862160958447,20003470.0,0.008025872168197976,138323639.0,0.00019065108714136486,150841848.0,-0.0039633833171814695,38981932.0
2013-04-16,-0.0052205839221816045,3538698.0,0.002105106611467032,5021053.0,0.0032833679935102165,8207530.0,-0.005592201748445688,16692971.0,-0.006592485385846648,29908445.0,0.003844311695201461,6797218.0,0.00601391576757444,11693741.0,0.022869782636292812,26246773.0,-0.00802587216819795,119831616.0,-0.00247933360815971,122191723.0,-0.0008825842408147628,108139940.0
2013-04-17,-0.046555555688371025,7264982.0,-0.03818887187526221,6637282.0,-0.03107389081597882,12023344.0,-0.009787969355497778,18492468.0,-0.015382503300538376,45572544.0,-0.034149582034401854,8850598.0,-0.03456797817759567,14478246.0,-0.028327859680382046,32474029.0,0.00722605682670575,180180106.0,-0.016169727774474264,161959836.0,-0.009317981393987537,59589417.0
2013-04-18,-0.00013061634484542255,7728861.0,-0.03537535037976628,10565090.0,-0.01068498666076767,12233863.0,-0.011541716330171089,19726936.0,-0.02282102606451146,45061039.0,-0.018196135719720872,9562526.0,-0.018093702313361347,13559075.0,-0.014470422569464226,24184307.0,0.0063797606276398845,185844145.0,0.0032937471086003332,117847295.0,-0.0005943149757460135,57665954.0
